Molecule,Natty (CCSD_T_DZ),Ref - Nat (CCSD_T_DZ),Ref (CCSD_T_TZ),Red (CCSD_T_DZ),Ref - Red (CCSD_T_DZ),Nat - Red CCSD_T_DZ,"Natty (B3LYP_6-31G_2df,p_)","Ref - Nat (B3LYP_6-31G_2df,p_)","Red (B3LYP_6-31G_2df,p_)","Ref - Red (B3LYP_6-31G_2df,p_)","Nat - Red B3LYP_6-31G_2df,p_"
CH_CH3x3 (1.80) mode 31,3092.84,0.01,3092.85,3092.05,0.79,0.78,3092.81,0.04,3092.89,-0.04,-0.08
CH_CH3x3 (1.80) mode 32,3092.85,-0.00,3092.85,3092.76,0.09,0.09,3092.92,-0.07,3093.02,-0.16,-0.10
CH_CH3x3 (1.80) mode 33,3092.88,0.01,3092.89,3092.86,0.03,0.02,3093.73,-0.83,3093.24,-0.35,0.49
CH_CH3x3 (1.80) mode 34,3096.78,0.08,3096.85,3096.64,0.21,0.14,3095.93,0.93,3096.24,0.61,-0.31
CH_CH3x3 (1.80) mode 35,3096.78,0.07,3096.86,3097.37,-0.51,-0.59,3096.59,0.27,3096.64,0.22,-0.05
CH_CH3x3 (1.80) mode 36,3101.83,0.19,3102.02,3102.27,-0.26,-0.45,3102.27,-0.26,3102.13,-0.12,0.14
CH3CH2CH2CH3 (1.81) mode 1,115.76,-0.08,115.69,115.76,-0.07,0.00,115.86,-0.17,115.87,-0.18,-0.01
CH3CH2CH2CH3 (1.81) mode 2,221.80,-0.03,221.77,221.80,-0.03,0.01,221.83,-0.06,221.86,-0.09,-0.03
CH3CH2CH2CH3 (1.81) mode 3,253.44,-0.01,253.43,253.44,-0.01,-0.00,253.50,-0.07,253.51,-0.09,-0.02
CH3CH2CH2CH3 (1.81) mode 4,257.37,-0.04,257.32,257.37,-0.05,-0.00,257.37,-0.05,257.37,-0.04,0.00
CH3CH2CH2CH3 (1.81) mode 5,422.78,-0.07,422.71,422.78,-0.07,-0.00,422.83,-0.11,422.83,-0.11,0.00
CH3CH2CH2CH3 (1.81) mode 6,733.76,-0.04,733.72,733.78,-0.06,-0.01,733.75,-0.03,733.75,-0.03,0.00
CH3CH2CH2CH3 (1.81) mode 7,807.48,-0.03,807.44,807.48,-0.04,-0.01,807.47,-0.03,807.51,-0.06,-0.04
CH3CH2CH2CH3 (1.81) mode 8,848.97,-0.26,848.71,848.96,-0.25,0.01,848.90,-0.18,848.97,-0.26,-0.07
CH3CH2CH2CH3 (1.81) mode 9,957.87,-0.03,957.85,957.87,-0.02,0.01,957.85,-0.00,957.86,-0.02,-0.01
CH3CH2CH2CH3 (1.81) mode 10,978.33,-0.47,977.86,978.33,-0.46,0.01,978.59,-0.73,978.73,-0.86,-0.13
CH3CH2CH2CH3 (1.81) mode 11,1032.28,-0.01,1032.28,1032.29,-0.01,-0.01,1031.94,0.34,1031.84,0.43,0.10
CH3CH2CH2CH3 (1.81) mode 12,1083.90,-0.92,1082.98,1083.96,-0.98,-0.05,1083.75,-0.77,1083.63,-0.65,0.12
CH3CH2CH2CH3 (1.81) mode 13,1175.09,0.03,1175.11,1175.10,0.01,-0.01,1175.15,-0.04,1175.13,-0.02,0.02
CH3CH2CH2CH3 (1.81) mode 14,1213.02,-0.02,1213.01,1213.03,-0.02,-0.00,1213.03,-0.02,1213.08,-0.07,-0.05
CH3CH2CH2CH3 (1.81) mode 15,1290.43,-0.00,1290.42,1290.43,-0.00,0.00,1290.43,-0.00,1290.42,0.00,0.01
CH3CH2CH2CH3 (1.81) mode 16,1318.82,-0.05,1318.77,1318.81,-0.04,0.01,1318.75,0.01,1318.77,0.00,-0.01
CH3CH2CH2CH3 (1.81) mode 17,1332.58,0.01,1332.59,1332.58,0.01,0.00,1332.62,-0.03,1332.60,-0.01,0.02
CH3CH2CH2CH3 (1.81) mode 18,1400.79,-2.56,1398.23,1400.36,-2.13,0.43,1399.39,-1.17,1399.50,-1.27,-0.10
CH3CH2CH2CH3 (1.81) mode 19,1409.67,2.88,1412.55,1409.99,2.56,-0.32,1410.75,1.80,1410.85,1.70,-0.10
CH3CH2CH2CH3 (1.81) mode 20,1413.88,0.14,1414.03,1413.89,0.13,-0.01,1413.93,0.09,1413.95,0.08,-0.01
CH3CH2CH2CH3 (1.81) mode 21,1490.48,0.17,1490.65,1490.64,0.01,-0.16,1490.69,-0.04,1490.61,0.04,0.08
CH3CH2CH2CH3 (1.81) mode 22,1497.03,-0.11,1496.93,1496.96,-0.04,0.06,1497.02,-0.10,1497.09,-0.16,-0.07
CH3CH2CH2CH3 (1.81) mode 23,1505.17,-0.04,1505.13,1505.17,-0.04,-0.00,1505.11,0.02,1505.17,-0.04,-0.06
CH3CH2CH2CH3 (1.81) mode 24,1506.74,-0.03,1506.70,1506.76,-0.06,-0.03,1506.71,-0.01,1506.70,0.01,0.02
CH3CH2CH2CH3 (1.81) mode 25,1511.02,0.25,1511.27,1511.09,0.18,-0.08,1511.19,0.08,1511.11,0.16,0.08
CH3CH2CH2CH3 (1.81) mode 26,1516.02,-0.04,1515.98,1515.91,0.07,0.11,1515.82,0.17,1515.73,0.25,0.09
CH3CH2CH2CH3 (1.81) mode 27,3017.52,-0.74,3016.77,3017.46,-0.69,0.05,3016.78,-0.01,3016.76,0.01,0.02
CH3CH2CH2CH3 (1.81) mode 28,3024.92,-1.01,3023.91,3025.01,-1.10,-0.09,3023.86,0.06,3023.85,0.07,0.01
CH3CH2CH2CH3 (1.81) mode 29,3026.96,1.09,3028.05,3027.02,1.03,-0.06,3027.96,0.09,3028.00,0.05,-0.04
CH3CH2CH2CH3 (1.81) mode 30,3028.07,0.83,3028.91,3028.13,0.77,-0.06,3028.82,0.08,3028.79,0.12,0.03
CH3CH2CH2CH3 (1.81) mode 31,3042.50,-0.08,3042.42,3042.43,-0.00,0.07,3042.38,0.04,3042.40,0.02,-0.02
CH3CH2CH2CH3 (1.81) mode 32,3064.21,-0.18,3064.03,3064.26,-0.22,-0.04,3064.01,0.02,3064.15,-0.11,-0.14
CH3CH2CH2CH3 (1.81) mode 33,3097.38,0.04,3097.42,3097.34,0.08,0.04,3097.44,-0.02,3097.45,-0.03,-0.01
CH3CH2CH2CH3 (1.81) mode 34,3101.07,0.17,3101.23,3101.02,0.21,0.05,3101.27,-0.04,3100.92,0.31,0.35
CH3CH2CH2CH3 (1.81) mode 35,3105.45,0.06,3105.51,3105.42,0.09,0.02,3105.57,-0.07,3105.82,-0.31,-0.25
CH3CH2CH2CH3 (1.81) mode 36,3106.12,0.07,3106.19,3106.11,0.08,0.01,3106.24,-0.06,3106.25,-0.06,-0.00
Furan (1.82) mode 1,603.61,-0.44,603.17,603.70,-0.53,-0.09,603.38,-0.21,603.37,-0.20,0.01
Furan (1.82) mode 2,612.49,-0.05,612.43,612.49,-0.06,-0.01,612.52,-0.08,612.57,-0.13,-0.05
Furan (1.82) mode 3,731.39,0.03,731.42,731.54,-0.12,-0.15,731.39,0.03,731.61,-0.20,-0.22
Furan (1.82) mode 4,759.63,0.02,759.65,759.84,-0.19,-0.21,759.84,-0.19,760.68,-1.03,-0.84
Furan (1.82) mode 5,844.39,0.02,844.41,844.20,0.22,0.19,844.19,0.23,843.39,1.03,0.80
Furan (1.82) mode 6,860.14,0.28,860.43,859.95,0.48,0.19,860.27,0.15,860.27,0.16,0.01
Furan (1.82) mode 7,877.76,-0.23,877.52,877.76,-0.23,-0.00,877.67,-0.14,877.47,0.05,0.19
Furan (1.82) mode 8,882.56,-0.06,882.50,882.58,-0.08,-0.02,882.55,-0.05,882.59,-0.09,-0.04
Furan (1.82) mode 9,1012.90,-0.58,1012.31,1012.87,-0.56,0.02,1012.44,-0.13,1012.44,-0.13,0.00
Furan (1.82) mode 10,1061.68,-0.54,1061.14,1061.68,-0.54,-0.00,1062.57,-1.42,1062.64,-1.49,-0.07
Furan (1.82) mode 11,1092.31,-1.82,1090.49,1092.34,-1.84,-0.03,1090.70,-0.20,1090.70,-0.20,0.00
Furan (1.82) mode 12,1160.29,0.42,1160.71,1160.25,0.46,0.04,1160.87,-0.16,1160.87,-0.16,-0.00
Furan (1.82) mode 13,1218.84,-1.07,1217.77,1218.81,-1.04,0.03,1216.90,0.88,1216.90,0.87,-0.01
Furan (1.82) mode 14,1288.81,0.79,1289.60,1288.83,0.77,-0.02,1289.58,0.02,1289.55,0.05,0.03
Furan (1.82) mode 15,1417.99,-1.52,1416.47,1418.06,-1.59,-0.07,1416.69,-0.22,1416.69,-0.22,-0.00
Furan (1.82) mode 16,1521.42,2.92,1524.35,1521.38,2.96,0.04,1523.75,0.60,1523.74,0.61,0.01
Furan (1.82) mode 17,1591.27,0.54,1591.80,1591.26,0.55,0.02,1591.60,0.22,1591.57,0.23,0.03
Furan (1.82) mode 18,3257.60,0.00,3257.52,3257.43,0.08,0.17,3257.79,-0.19,3257.73,-0.21,0.06
Furan (1.82) mode 19,3268.39,0.00,3268.39,3268.46,-0.07,-0.07,3268.67,-0.28,3268.67,-0.28,0.01
Furan (1.82) mode 20,3287.59,-0.00,3287.69,3287.69,0.00,-0.09,3287.38,0.21,3287.45,0.23,-0.07
Furan (1.82) mode 21,3295.04,0.01,3295.05,3295.05,-0.00,-0.01,3294.74,0.31,3294.75,0.30,-0.01
"1,3-Butadiene (1.83) mode 1",165.02,-0.23,164.78,165.02,-0.23,-0.00,165.30,-0.51,165.29,-0.50,0.01
"1,3-Butadiene (1.83) mode 2",271.80,0.08,271.87,271.79,0.08,0.00,271.67,0.20,271.67,0.20,0.01
"1,3-Butadiene (1.83) mode 3",467.00,-0.16,466.84,466.98,-0.14,0.02,466.98,-0.14,467.16,-0.32,-0.19
"1,3-Butadiene (1.83) mode 4",610.07,-0.02,610.05,610.09,-0.03,-0.02,610.10,-0.04,610.12,-0.07,-0.03
"1,3-Butadiene (1.83) mode 5",742.55,-0.14,742.42,742.53,-0.12,0.02,742.55,-0.14,742.90,-0.48,-0.35
"1,3-Butadiene (1.83) mode 6",886.95,-0.54,886.41,886.96,-0.55,-0.01,887.22,-0.81,887.22,-0.81,-0.00
"1,3-Butadiene (1.83) mode 7",927.60,0.10,927.70,927.60,0.10,0.00,927.68,0.01,927.80,-0.10,-0.11
"1,3-Butadiene (1.83) mode 8",929.54,0.01,929.54,929.53,0.01,0.01,929.70,-0.15,929.78,-0.23,-0.08
"1,3-Butadiene (1.83) mode 9",998.63,-0.07,998.56,998.62,-0.06,0.01,999.42,-0.86,1000.22,-1.66,-0.80
"1,3-Butadiene (1.83) mode 10",1017.19,0.00,1017.20,1017.19,0.01,0.00,1017.08,0.11,1016.94,0.26,0.14
"1,3-Butadiene (1.83) mode 11",1058.38,0.17,1058.55,1058.41,0.14,-0.02,1057.51,1.05,1056.43,2.11,1.07
"1,3-Butadiene (1.83) mode 12",1099.10,-0.18,1098.92,1099.10,-0.18,-0.00,1098.97,-0.05,1098.93,-0.01,0.04
"1,3-Butadiene (1.83) mode 13",1302.17,-0.73,1301.44,1302.17,-0.73,0.00,1301.58,-0.14,1301.57,-0.13,0.01
"1,3-Butadiene (1.83) mode 14",1333.66,-0.31,1333.34,1333.65,-0.31,0.00,1333.74,-0.39,1333.73,-0.39,0.00
"1,3-Butadiene (1.83) mode 15",1437.42,-0.11,1437.31,1437.42,-0.12,-0.00,1437.41,-0.10,1437.41,-0.11,-0.00
"1,3-Butadiene (1.83) mode 16",1468.96,-0.51,1468.45,1468.95,-0.51,0.00,1468.32,0.13,1468.32,0.12,-0.00
"1,3-Butadiene (1.83) mode 17",1665.85,0.90,1666.75,1665.84,0.91,0.01,1666.26,0.49,1666.26,0.49,-0.00
"1,3-Butadiene (1.83) mode 18",1674.04,0.78,1674.83,1674.05,0.78,-0.00,1674.57,0.26,1674.56,0.26,0.01
"1,3-Butadiene (1.83) mode 19",3143.07,-0.01,3143.06,3143.06,0.00,0.02,3143.09,-0.02,3143.07,-0.01,0.02
"1,3-Butadiene (1.83) mode 20",3145.58,0.01,3145.60,3145.53,0.07,0.06,3145.58,0.02,3145.58,0.01,-0.01
"1,3-Butadiene (1.83) mode 21",3152.09,-0.03,3152.07,3152.14,-0.07,-0.05,3152.03,0.03,3152.02,0.05,0.01
"1,3-Butadiene (1.83) mode 22",3164.76,-0.03,3164.73,3164.77,-0.04,-0.01,3164.71,0.02,3164.73,-0.00,-0.02
"1,3-Butadiene (1.83) mode 23",3237.19,0.03,3237.22,3237.15,0.07,0.04,3237.21,0.00,3237.21,0.01,0.00
"1,3-Butadiene (1.83) mode 24",3238.83,0.05,3238.88,3238.87,0.00,-0.05,3238.87,0.01,3238.88,0.00,-0.01
CH3CCCH3 (1.84) mode 1,19.85,-0.00,19.85,19.85,-0.00,-0.00,19.85,-0.00,19.85,-0.00,0.00
CH3CCCH3 (1.84) mode 2,197.51,-0.01,197.51,197.51,-0.00,0.00,197.52,-0.01,197.52,-0.01,-0.00
CH3CCCH3 (1.84) mode 3,197.51,-0.00,197.51,197.51,-0.00,-0.00,197.52,-0.01,197.52,-0.01,0.00
CH3CCCH3 (1.84) mode 4,348.15,-0.03,348.12,348.15,-0.03,-0.00,348.23,-0.11,348.22,-0.10,0.00
CH3CCCH3 (1.84) mode 5,348.15,-0.03,348.12,348.15,-0.03,0.00,348.23,-0.11,348.22,-0.10,0.00
CH3CCCH3 (1.84) mode 6,716.61,-0.15,716.45,716.61,-0.16,-0.00,716.91,-0.46,716.91,-0.46,0.00
CH3CCCH3 (1.84) mode 7,1046.12,-0.04,1046.08,1046.12,-0.04,-0.00,1046.16,-0.08,1046.16,-0.08,0.00
CH3CCCH3 (1.84) mode 8,1046.12,-0.04,1046.08,1046.12,-0.04,-0.00,1046.16,-0.08,1046.17,-0.09,-0.00
CH3CCCH3 (1.84) mode 9,1068.02,-0.04,1067.98,1068.02,-0.04,-0.00,1068.09,-0.11,1068.09,-0.11,-0.00
CH3CCCH3 (1.84) mode 10,1068.02,-0.03,1067.98,1068.02,-0.04,-0.00,1068.09,-0.11,1068.10,-0.11,-0.01
CH3CCCH3 (1.84) mode 11,1168.32,-1.04,1167.28,1168.32,-1.04,0.00,1168.29,-1.01,1168.29,-1.01,-0.00
CH3CCCH3 (1.84) mode 12,1415.14,0.76,1415.89,1415.14,0.76,0.00,1415.15,0.74,1415.16,0.74,-0.00
CH3CCCH3 (1.84) mode 13,1420.62,-0.02,1420.60,1420.61,-0.01,0.00,1420.73,-0.13,1420.73,-0.13,0.00
CH3CCCH3 (1.84) mode 14,1492.18,-0.05,1492.14,1492.07,0.07,0.11,1492.07,0.07,1492.07,0.06,-0.00
CH3CCCH3 (1.84) mode 15,1492.19,-0.05,1492.14,1492.15,-0.02,0.03,1492.07,0.07,1492.31,-0.17,-0.24
CH3CCCH3 (1.84) mode 16,1493.24,-0.05,1493.19,1493.25,-0.06,-0.01,1493.11,0.08,1492.97,0.22,0.14
CH3CCCH3 (1.84) mode 17,1493.24,-0.05,1493.19,1493.37,-0.18,-0.13,1493.11,0.08,1493.00,0.19,0.11
CH3CCCH3 (1.84) mode 18,2324.08,-0.04,2324.05,2324.08,-0.04,-0.00,2324.05,0.00,2324.05,0.00,0.00
CH3CCCH3 (1.84) mode 19,3042.15,-0.01,3042.14,3042.07,0.07,0.08,3042.01,0.13,3041.98,0.16,0.04
CH3CCCH3 (1.84) mode 20,3042.32,0.20,3042.51,3042.46,0.05,-0.14,3042.35,0.17,3042.47,0.04,-0.12
CH3CCCH3 (1.84) mode 21,3113.24,0.02,3113.25,3111.95,1.30,1.28,3113.23,0.02,3113.25,0.00,-0.02
CH3CCCH3 (1.84) mode 22,3113.26,-0.01,3113.25,3113.20,0.05,0.07,3113.31,-0.06,3113.25,0.00,0.06
CH3CCCH3 (1.84) mode 23,3113.74,0.06,3113.80,3113.76,0.04,-0.02,3113.80,0.00,3113.80,0.00,0.00
CH3CCCH3 (1.84) mode 24,3113.79,0.01,3113.80,3115.05,-1.25,-1.26,3113.85,-0.05,3113.80,0.00,0.05
Bicyclobutane (1.85) mode 1,413.61,-0.43,413.18,413.64,-0.46,-0.03,413.49,-0.31,413.99,-0.81,-0.50
Bicyclobutane (1.85) mode 2,666.15,-1.21,664.94,666.10,-1.16,0.05,664.87,0.07,664.61,0.33,0.27
Bicyclobutane (1.85) mode 3,752.12,-0.58,751.54,752.09,-0.55,0.03,751.58,-0.05,751.58,-0.05,0.00
Bicyclobutane (1.85) mode 4,866.14,-0.64,865.50,866.02,-0.52,0.12,865.96,-0.46,865.83,-0.33,0.13
Bicyclobutane (1.85) mode 5,869.49,-2.49,867.00,869.66,-2.66,-0.17,867.17,-0.17,867.22,-0.22,-0.05
Bicyclobutane (1.85) mode 6,923.30,2.45,925.74,923.28,2.46,0.01,925.59,0.15,925.55,0.19,0.04
Bicyclobutane (1.85) mode 7,948.64,-0.10,948.54,948.66,-0.12,-0.03,948.58,-0.04,948.58,-0.04,-0.00
Bicyclobutane (1.85) mode 8,1003.91,-0.01,1003.90,1003.93,-0.03,-0.02,1003.97,-0.08,1004.15,-0.25,-0.18
Bicyclobutane (1.85) mode 9,1090.94,0.18,1091.12,1090.93,0.19,0.01,1091.14,-0.02,1091.09,0.03,0.06
Bicyclobutane (1.85) mode 10,1107.79,-0.99,1106.79,1107.75,-0.96,0.04,1106.95,-0.15,1106.92,-0.13,0.02
Bicyclobutane (1.85) mode 11,1110.41,-1.15,1109.26,1110.33,-1.07,0.08,1109.19,0.07,1109.27,-0.01,-0.09
Bicyclobutane (1.85) mode 12,1145.97,-0.86,1145.12,1145.72,-0.60,0.25,1145.49,-0.38,1145.16,-0.05,0.33
Bicyclobutane (1.85) mode 13,1171.01,1.19,1172.20,1171.25,0.95,-0.25,1171.76,0.44,1171.93,0.27,-0.17
Bicyclobutane (1.85) mode 14,1184.57,0.83,1185.40,1184.59,0.81,-0.02,1185.15,0.24,1185.23,0.17,-0.08
Bicyclobutane (1.85) mode 15,1290.73,-0.36,1290.37,1290.71,-0.34,0.02,1290.33,0.03,1290.33,0.04,0.01
Bicyclobutane (1.85) mode 16,1321.16,-0.41,1320.75,1321.27,-0.51,-0.11,1320.90,-0.14,1320.90,-0.14,-0.00
Bicyclobutane (1.85) mode 17,1497.36,1.09,1498.45,1497.27,1.18,0.09,1498.24,0.21,1498.29,0.16,-0.04
Bicyclobutane (1.85) mode 18,1532.31,1.23,1533.54,1532.39,1.15,-0.08,1533.55,-0.01,1533.52,0.02,0.03
Bicyclobutane (1.85) mode 19,3076.47,-0.08,3076.39,3076.46,-0.07,0.01,3076.38,0.01,3076.37,0.02,0.01
Bicyclobutane (1.85) mode 20,3082.39,-0.04,3082.35,3082.40,-0.05,-0.01,3082.33,0.02,3082.35,-0.00,-0.02
Bicyclobutane (1.85) mode 21,3182.30,0.09,3182.39,3182.30,0.08,-0.00,3182.41,-0.02,3182.41,-0.02,0.00
Bicyclobutane (1.85) mode 22,3184.09,0.08,3184.18,3184.10,0.08,-0.00,3184.15,0.03,3184.15,0.03,0.00
Bicyclobutane (1.85) mode 23,3259.49,-0.00,3259.49,3259.48,0.01,0.02,3259.49,-0.01,3259.48,0.01,0.02
Bicyclobutane (1.85) mode 24,3271.99,0.02,3272.01,3272.00,0.01,-0.01,3271.97,0.04,3271.98,0.03,-0.01
Cyclobutene (1.86) mode 1,302.34,-0.06,302.28,302.63,-0.35,-0.29,302.61,-0.33,302.75,-0.47,-0.13
Cyclobutene (1.86) mode 2,644.59,-0.13,644.45,645.23,-0.78,-0.65,644.59,-0.13,645.00,-0.55,-0.42
Cyclobutene (1.86) mode 3,856.49,-0.05,856.43,856.45,-0.02,0.04,856.47,-0.03,856.57,-0.13,-0.10
Cyclobutene (1.86) mode 4,864.98,-0.02,864.96,864.64,0.32,0.34,864.99,-0.02,864.70,0.27,0.29
Cyclobutene (1.86) mode 5,895.95,-0.37,895.58,895.82,-0.24,0.13,895.74,-0.16,895.70,-0.13,0.03
Cyclobutene (1.86) mode 6,902.65,-0.77,901.87,902.90,-1.02,-0.25,902.03,-0.16,901.94,-0.06,0.10
Cyclobutene (1.86) mode 7,916.39,-0.03,916.36,916.77,-0.41,-0.38,916.50,-0.15,916.60,-0.24,-0.09
Cyclobutene (1.86) mode 8,1004.29,-1.94,1002.35,1004.48,-2.13,-0.20,1002.98,-0.63,1003.01,-0.66,-0.03
Cyclobutene (1.86) mode 9,1029.87,-0.03,1029.84,1030.35,-0.51,-0.48,1029.84,-0.00,1029.74,0.10,0.10
Cyclobutene (1.86) mode 10,1099.89,0.01,1099.90,1099.79,0.11,0.10,1099.81,0.09,1099.80,0.11,0.01
Cyclobutene (1.86) mode 11,1133.76,1.06,1134.81,1133.47,1.34,0.28,1135.05,-0.24,1135.04,-0.23,0.01
Cyclobutene (1.86) mode 12,1176.51,0.02,1176.53,1176.02,0.51,0.49,1176.35,0.19,1176.35,0.18,-0.00
Cyclobutene (1.86) mode 13,1218.92,0.25,1219.17,1218.93,0.25,-0.01,1218.95,0.23,1219.00,0.18,-0.05
Cyclobutene (1.86) mode 14,1232.97,-0.17,1232.80,1232.71,0.09,0.26,1233.10,-0.30,1233.15,-0.35,-0.04
Cyclobutene (1.86) mode 15,1322.97,0.51,1323.48,1323.10,0.38,-0.13,1323.24,0.23,1323.19,0.29,0.05
Cyclobutene (1.86) mode 16,1470.79,0.16,1470.95,1470.76,0.19,0.03,1470.85,0.10,1470.85,0.09,-0.00
Cyclobutene (1.86) mode 17,1494.07,-0.18,1493.88,1494.06,-0.17,0.01,1493.85,0.03,1493.84,0.05,0.01
Cyclobutene (1.86) mode 18,1604.34,0.58,1604.92,1604.30,0.62,0.04,1604.53,0.39,1604.53,0.40,0.01
Cyclobutene (1.86) mode 19,3052.16,0.02,3052.18,3052.16,0.02,0.00,3052.16,0.02,3052.15,0.03,0.01
Cyclobutene (1.86) mode 20,3058.18,0.03,3058.21,3058.18,0.03,-0.00,3058.17,0.04,3058.19,0.02,-0.02
Cyclobutene (1.86) mode 21,3096.99,0.02,3097.01,3096.98,0.02,0.01,3097.00,0.01,3096.96,0.04,0.04
Cyclobutene (1.86) mode 22,3111.39,0.03,3111.42,3111.39,0.03,0.00,3111.42,0.00,3111.46,-0.04,-0.04
Cyclobutene (1.86) mode 23,3181.94,-0.00,3181.94,3181.94,-0.01,-0.00,3181.93,0.01,3181.92,0.01,0.01
Cyclobutene (1.86) mode 24,3213.66,-0.00,3213.66,3213.66,0.00,0.00,3213.67,-0.01,3213.66,-0.00,0.00
CH2CH2CCH2 (1.87) mode 1,277.68,-0.03,277.65,277.67,-0.02,0.01,278.26,-0.61,278.52,-0.87,-0.26
CH2CH2CCH2 (1.87) mode 2,349.30,-0.03,349.27,349.30,-0.03,-0.00,349.31,-0.03,349.31,-0.03,-0.00
CH2CH2CCH2 (1.87) mode 3,615.77,-0.03,615.74,615.82,-0.08,-0.05,615.81,-0.07,615.80,-0.06,0.01
CH2CH2CCH2 (1.87) mode 4,738.06,-0.39,737.67,738.08,-0.41,-0.02,737.79,-0.11,737.73,-0.06,0.06
CH2CH2CCH2 (1.87) mode 5,753.20,-0.06,753.14,753.27,-0.13,-0.07,753.12,0.01,753.17,-0.04,-0.05
CH2CH2CCH2 (1.87) mode 6,907.68,0.02,907.70,907.70,-0.00,-0.02,907.45,0.24,907.68,0.01,-0.23
CH2CH2CCH2 (1.87) mode 7,909.85,-1.59,908.26,910.25,-1.99,-0.40,909.16,-0.90,908.88,-0.62,0.28
CH2CH2CCH2 (1.87) mode 8,954.01,-0.02,953.99,954.06,-0.06,-0.05,954.01,-0.02,954.07,-0.08,-0.06
CH2CH2CCH2 (1.87) mode 9,1040.89,0.11,1041.02,1040.86,0.16,0.04,1041.09,-0.08,1041.04,-0.02,0.05
CH2CH2CCH2 (1.87) mode 10,1055.79,-0.47,1055.32,1055.83,-0.51,-0.04,1055.36,-0.04,1055.41,-0.09,-0.05
CH2CH2CCH2 (1.87) mode 11,1073.06,-0.22,1072.85,1072.74,0.10,0.32,1073.14,-0.29,1073.09,-0.24,0.05
CH2CH2CCH2 (1.87) mode 12,1097.54,-0.03,1097.51,1097.49,0.02,0.06,1097.36,0.15,1097.26,0.25,0.10
CH2CH2CCH2 (1.87) mode 13,1146.11,1.28,1147.39,1146.15,1.24,-0.04,1146.90,0.49,1146.91,0.48,-0.01
CH2CH2CCH2 (1.87) mode 14,1171.65,0.00,1171.65,1171.60,0.05,0.05,1171.60,0.05,1171.57,0.08,0.03
CH2CH2CCH2 (1.87) mode 15,1450.57,-0.04,1450.52,1450.51,0.01,0.06,1450.70,-0.18,1450.63,-0.11,0.07
CH2CH2CCH2 (1.87) mode 16,1455.54,0.10,1455.65,1455.48,0.16,0.06,1455.44,0.20,1455.61,0.04,-0.16
CH2CH2CCH2 (1.87) mode 17,1492.66,0.37,1493.03,1492.73,0.30,-0.07,1493.03,0.00,1493.04,-0.01,-0.02
CH2CH2CCH2 (1.87) mode 18,1819.31,0.04,1819.33,1819.29,0.04,0.01,1819.25,0.09,1819.23,0.10,0.02
CH2CH2CCH2 (1.87) mode 19,3126.90,0.02,3126.92,3126.90,0.02,0.00,3126.81,0.11,3126.84,0.08,-0.03
CH2CH2CCH2 (1.87) mode 20,3130.31,0.02,3130.33,3130.30,0.03,0.01,3130.41,-0.08,3130.43,-0.09,-0.02
CH2CH2CCH2 (1.87) mode 21,3139.90,0.01,3139.91,3139.90,0.01,-0.00,3139.82,0.09,3139.80,0.11,0.03
CH2CH2CCH2 (1.87) mode 22,3207.29,0.01,3207.30,3207.28,0.01,0.00,3207.30,-0.00,3207.30,-0.00,0.00
CH2CH2CCH2 (1.87) mode 23,3219.38,0.02,3219.40,3219.38,0.02,0.00,3219.40,0.00,3219.40,-0.00,-0.00
CH2CH2CCH2 (1.87) mode 24,3225.95,0.00,3225.95,3225.96,-0.00,-0.01,3225.96,-0.01,3225.95,0.00,0.01
Cyclobutane (1.88) mode 1,230.67,-0.04,230.64,230.66,-0.02,0.02,230.76,-0.13,230.74,-0.10,0.03
Cyclobutane (1.88) mode 2,620.34,-0.08,620.26,620.30,-0.04,0.04,620.87,-0.60,621.49,-1.23,-0.63
Cyclobutane (1.88) mode 3,755.40,-0.34,755.06,755.37,-0.32,0.02,755.26,-0.20,757.35,-2.29,-2.09
Cyclobutane (1.88) mode 4,755.58,-0.53,755.06,755.38,-0.32,0.21,755.45,-0.40,758.13,-3.08,-2.68
Cyclobutane (1.88) mode 5,909.50,-0.11,909.40,909.44,-0.04,0.07,911.41,-2.02,908.71,0.69,2.71
Cyclobutane (1.88) mode 6,917.22,-0.33,916.90,917.29,-0.39,-0.07,915.65,1.25,916.45,0.45,-0.80
Cyclobutane (1.88) mode 7,917.42,-0.52,916.90,917.29,-0.39,0.12,916.98,-0.08,916.92,-0.02,0.05
Cyclobutane (1.88) mode 8,944.25,-1.31,942.93,943.95,-1.02,0.30,942.68,0.26,943.09,-0.16,-0.41
Cyclobutane (1.88) mode 9,958.11,0.15,958.26,958.29,-0.03,-0.18,958.18,0.07,958.28,-0.02,-0.09
Cyclobutane (1.88) mode 10,1025.64,-0.29,1025.35,1025.62,-0.27,0.02,1025.46,-0.12,1025.45,-0.10,0.01
Cyclobutane (1.88) mode 11,1168.60,-0.90,1167.71,1167.68,0.03,0.93,1168.40,-0.70,1167.71,0.00,0.69
Cyclobutane (1.88) mode 12,1179.89,0.66,1180.55,1180.53,0.02,-0.64,1180.96,-0.41,1180.62,-0.07,0.34
Cyclobutane (1.88) mode 13,1253.78,-0.27,1253.51,1253.64,-0.13,0.14,1252.85,0.66,1254.83,-1.32,-1.98
Cyclobutane (1.88) mode 14,1253.80,-0.29,1253.51,1253.67,-0.16,0.13,1253.54,-0.03,1255.11,-1.60,-1.57
